nama_kabupaten_kota,tahun,kab/kota,keterangan,total
KOTA BOGOR,2021-01-01,Kota Bogor,Total Anak 0-23 Bulan,
KOTA SUKABUMI,2021-01-01,Kota Sukabumi,Total Anak 0-23 Bulan,
KOTA BANDUNG,2021-01-01,Kota Bandung,Total Anak 0-23 Bulan,
KOTA CIREBON,2021-01-01,Kota Cirebon,Total Anak 0-23 Bulan,
KOTA BEKASI,2021-01-01,Kota Bekasi,Total Anak 0-23 Bulan,
KOTA DEPOK,2021-01-01,Kota Depok,Total Anak 0-23 Bulan,
KOTA CIMAHI,2021-01-01,Kota Cimahi,Total Anak 0-23 Bulan,
KOTA TASIKMALAYA,2021-01-01,Kota Tasikmalaya,Total Anak 0-23 Bulan,
KOTA BANJAR ,2019-01-01,Kota Banjar,Total Anak 0-23 Bulan,
KOTA BANJAR ,2020-01-01,Kota Banjar,Total Anak 0-23 Bulan,
KOTA BANJAR,2021-01-01,Kota Banjar,Total Anak 0-23 Bulan,3004.0
KABUPATEN BOGOR,2010-01-01,Bogor,Pertumbuhan Hijau,
KABUPATEN SUKABUMI,2010-01-01,Sukabumi,Pertumbuhan Hijau,
KABUPATEN CIANJUR,2010-01-01,Cianjur,Pertumbuhan Hijau,
KABUPATEN BANDUNG,2010-01-01,Bandung,Pertumbuhan Hijau,
KABUPATEN GARUT,2010-01-01,Garut,Pertumbuhan Hijau,
KABUPATEN TASIKMALAYA,2010-01-01,Tasikmalaya,Pertumbuhan Hijau,
KABUPATEN CIAMIS,2010-01-01,Ciamis,Pertumbuhan Hijau,
KABUPATEN KUNINGAN,2010-01-01,Kuningan,Pertumbuhan Hijau,
KABUPATEN CIREBON,2010-01-01,Cirebon,Pertumbuhan Hijau,
KABUPATEN MAJALENGKA,2010-01-01,Majalengka,Pertumbuhan Hijau,
KABUPATEN SUMEDANG,2010-01-01,Sumedang,Pertumbuhan Hijau,
KABUPATEN INDRAMAYU,2010-01-01,Indramayu,Pertumbuhan Hijau,
KABUPATEN SUBANG,2010-01-01,Subang,Pertumbuhan Hijau,
KABUPATEN PURWAKARTA,2010-01-01,Purwakarta,Pertumbuhan Hijau,
KABUPATEN KARAWANG,2010-01-01,Karawang,Pertumbuhan Hijau,
KABUPATEN BEKASI,2010-01-01,Bekasi,Pertumbuhan Hijau,
KABUPATEN BANDUNG BARAT,2010-01-01,Bandung Barat,Pertumbuhan Hijau,
KABUPATEN PANGANDARAN,2010-01-01,Pangandaran,Pertumbuhan Hijau,
KOTA BOGOR,2010-01-01,Kota Bogor,Pertumbuhan Hijau,
KOTA SUKABUMI,2010-01-01,Kota Sukabumi,Pertumbuhan Hijau,
KOTA BANDUNG,2010-01-01,Kota Bandung,Pertumbuhan Hijau,
KOTA CIREBON,2010-01-01,Kota Cirebon,Pertumbuhan Hijau,
KOTA BEKASI,2010-01-01,Kota Bekasi,Pertumbuhan Hijau,
KOTA DEPOK,2010-01-01,Kota Depok,Pertumbuhan Hijau,
KOTA CIMAHI,2010-01-01,Kota Cimahi,Pertumbuhan Hijau,
KOTA TASIKMALAYA,2010-01-01,Kota Tasikmalaya,Pertumbuhan Hijau,
KOTA BANJAR,2010-01-01,Kota Banjar,Pertumbuhan Hijau,
KABUPATEN BOGOR,2011-01-01,Bogor,Pertumbuhan Hijau,
KABUPATEN SUKABUMI,2011-01-01,Sukabumi,Pertumbuhan Hijau,
KABUPATEN CIANJUR,2011-01-01,Cianjur,Pertumbuhan Hijau,
KABUPATEN BANDUNG,2011-01-01,Bandung,Pertumbuhan Hijau,
KABUPATEN GARUT,2011-01-01,Garut,Pertumbuhan Hijau,
KABUPATEN TASIKMALAYA,2011-01-01,Tasikmalaya,Pertumbuhan Hijau,
KABUPATEN CIAMIS,2011-01-01,Ciamis,Pertumbuhan Hijau,
KABUPATEN KUNINGAN,2011-01-01,Kuningan,Pertumbuhan Hijau,
KABUPATEN CIREBON,2011-01-01,Cirebon,Pertumbuhan Hijau,
KABUPATEN MAJALENGKA,2011-01-01,Majalengka,Pertumbuhan Hijau,
KABUPATEN SUMEDANG,2011-01-01,Sumedang,Pertumbuhan Hijau,
KABUPATEN INDRAMAYU,2011-01-01,Indramayu,Pertumbuhan Hijau,
KABUPATEN SUBANG,2011-01-01,Subang,Pertumbuhan Hijau,
KABUPATEN PURWAKARTA,2011-01-01,Purwakarta,Pertumbuhan Hijau,
KABUPATEN KARAWANG,2011-01-01,Karawang,Pertumbuhan Hijau,
KABUPATEN BEKASI,2011-01-01,Bekasi,Pertumbuhan Hijau,
KABUPATEN BANDUNG BARAT,2011-01-01,Bandung Barat,Pertumbuhan Hijau,
KABUPATEN PANGANDARAN,2011-01-01,Pangandaran,Pertumbuhan Hijau,
KOTA BOGOR,2011-01-01,Kota Bogor,Pertumbuhan Hijau,
KOTA SUKABUMI,2011-01-01,Kota Sukabumi,Pertumbuhan Hijau,
KOTA BANDUNG,2011-01-01,Kota Bandung,Pertumbuhan Hijau,
KOTA CIREBON,2011-01-01,Kota Cirebon,Pertumbuhan Hijau,
KOTA BEKASI,2011-01-01,Kota Bekasi,Pertumbuhan Hijau,
KOTA DEPOK,2011-01-01,Kota Depok,Pertumbuhan Hijau,
KOTA CIMAHI,2011-01-01,Kota Cimahi,Pertumbuhan Hijau,
KOTA TASIKMALAYA,2011-01-01,Kota Tasikmalaya,Pertumbuhan Hijau,
KOTA BANJAR,2011-01-01,Kota Banjar,Pertumbuhan Hijau,
KABUPATEN BOGOR,2012-01-01,Bogor,Pertumbuhan Hijau,
KABUPATEN SUKABUMI,2012-01-01,Sukabumi,Pertumbuhan Hijau,
KABUPATEN CIANJUR,2012-01-01,Cianjur,Pertumbuhan Hijau,
KABUPATEN BANDUNG,2012-01-01,Bandung,Pertumbuhan Hijau,
KABUPATEN GARUT,2012-01-01,Garut,Pertumbuhan Hijau,
KABUPATEN TASIKMALAYA,2012-01-01,Tasikmalaya,Pertumbuhan Hijau,
KABUPATEN CIAMIS,2012-01-01,Ciamis,Pertumbuhan Hijau,
KABUPATEN KUNINGAN,2012-01-01,Kuningan,Pertumbuhan Hijau,
KABUPATEN CIREBON,2012-01-01,Cirebon,Pertumbuhan Hijau,
KABUPATEN MAJALENGKA,2012-01-01,Majalengka,Pertumbuhan Hijau,
KABUPATEN SUMEDANG,2012-01-01,Sumedang,Pertumbuhan Hijau,
KABUPATEN INDRAMAYU,2012-01-01,Indramayu,Pertumbuhan Hijau,
KABUPATEN SUBANG,2012-01-01,Subang,Pertumbuhan Hijau,
KABUPATEN PURWAKARTA,2012-01-01,Purwakarta,Pertumbuhan Hijau,
KABUPATEN KARAWANG,2012-01-01,Karawang,Pertumbuhan Hijau,
KABUPATEN BEKASI,2012-01-01,Bekasi,Pertumbuhan Hijau,
KABUPATEN BANDUNG BARAT,2012-01-01,Bandung Barat,Pertumbuhan Hijau,
KABUPATEN PANGANDARAN,2012-01-01,Pangandaran,Pertumbuhan Hijau,
KOTA BOGOR,2012-01-01,Kota Bogor,Pertumbuhan Hijau,
KOTA SUKABUMI,2012-01-01,Kota Sukabumi,Pertumbuhan Hijau,
KOTA BANDUNG,2012-01-01,Kota Bandung,Pertumbuhan Hijau,
KOTA CIREBON,2012-01-01,Kota Cirebon,Pertumbuhan Hijau,
KOTA BEKASI,2012-01-01,Kota Bekasi,Pertumbuhan Hijau,
KOTA DEPOK,2012-01-01,Kota Depok,Pertumbuhan Hijau,
KOTA CIMAHI,2012-01-01,Kota Cimahi,Pertumbuhan Hijau,
KOTA TASIKMALAYA,2012-01-01,Kota Tasikmalaya,Pertumbuhan Hijau,
KOTA BANJAR,2012-01-01,Kota Banjar,Pertumbuhan Hijau,
KABUPATEN BOGOR,2013-01-01,Bogor,Pertumbuhan Hijau,
KABUPATEN SUKABUMI,2013-01-01,Sukabumi,Pertumbuhan Hijau,
KABUPATEN CIANJUR,2013-01-01,Cianjur,Pertumbuhan Hijau,
KABUPATEN BANDUNG,2013-01-01,Bandung,Pertumbuhan Hijau,
KABUPATEN GARUT,2013-01-01,Garut,Pertumbuhan Hijau,
KABUPATEN TASIKMALAYA,2013-01-01,Tasikmalaya,Pertumbuhan Hijau,
KABUPATEN CIAMIS,2013-01-01,Ciamis,Pertumbuhan Hijau,
KABUPATEN KUNINGAN,2013-01-01,Kuningan,Pertumbuhan Hijau,
KABUPATEN CIREBON,2013-01-01,Cirebon,Pertumbuhan Hijau,
KABUPATEN MAJALENGKA,2013-01-01,Majalengka,Pertumbuhan Hijau,
KABUPATEN SUMEDANG,2013-01-01,Sumedang,Pertumbuhan Hijau,
KABUPATEN INDRAMAYU,2013-01-01,Indramayu,Pertumbuhan Hijau,
KABUPATEN SUBANG,2013-01-01,Subang,Pertumbuhan Hijau,
KABUPATEN PURWAKARTA,2013-01-01,Purwakarta,Pertumbuhan Hijau,
KABUPATEN KARAWANG,2013-01-01,Karawang,Pertumbuhan Hijau,
KABUPATEN BEKASI,2013-01-01,Bekasi,Pertumbuhan Hijau,
KABUPATEN BANDUNG BARAT,2013-01-01,Bandung Barat,Pertumbuhan Hijau,
KABUPATEN PANGANDARAN,2013-01-01,Pangandaran,Pertumbuhan Hijau,
KOTA BOGOR,2013-01-01,Kota Bogor,Pertumbuhan Hijau,
KOTA SUKABUMI,2013-01-01,Kota Sukabumi,Pertumbuhan Hijau,
KOTA BANDUNG,2013-01-01,Kota Bandung,Pertumbuhan Hijau,
KOTA CIREBON,2013-01-01,Kota Cirebon,Pertumbuhan Hijau,
KOTA BEKASI,2013-01-01,Kota Bekasi,Pertumbuhan Hijau,
KOTA DEPOK,2013-01-01,Kota Depok,Pertumbuhan Hijau,
KOTA CIMAHI,2013-01-01,Kota Cimahi,Pertumbuhan Hijau,
KOTA TASIKMALAYA,2013-01-01,Kota Tasikmalaya,Pertumbuhan Hijau,
KOTA BANJAR,2013-01-01,Kota Banjar,Pertumbuhan Hijau,
KABUPATEN BOGOR,2014-01-01,Bogor,Pertumbuhan Hijau,
KABUPATEN SUKABUMI,2014-01-01,Sukabumi,Pertumbuhan Hijau,
KABUPATEN CIANJUR,2014-01-01,Cianjur,Pertumbuhan Hijau,
KABUPATEN BANDUNG,2014-01-01,Bandung,Pertumbuhan Hijau,
KABUPATEN GARUT,2014-01-01,Garut,Pertumbuhan Hijau,
KABUPATEN TASIKMALAYA,2014-01-01,Tasikmalaya,Pertumbuhan Hijau,
KABUPATEN CIAMIS,2014-01-01,Ciamis,Pertumbuhan Hijau,
KABUPATEN KUNINGAN,2014-01-01,Kuningan,Pertumbuhan Hijau,
KABUPATEN CIREBON,2014-01-01,Cirebon,Pertumbuhan Hijau,
KABUPATEN MAJALENGKA,2014-01-01,Majalengka,Pertumbuhan Hijau,
KABUPATEN SUMEDANG,2014-01-01,Sumedang,Pertumbuhan Hijau,
KABUPATEN INDRAMAYU,2014-01-01,Indramayu,Pertumbuhan Hijau,
KABUPATEN SUBANG,2014-01-01,Subang,Pertumbuhan Hijau,
KABUPATEN PURWAKARTA,2014-01-01,Purwakarta,Pertumbuhan Hijau,
KABUPATEN KARAWANG,2014-01-01,Karawang,Pertumbuhan Hijau,
KABUPATEN BEKASI,2014-01-01,Bekasi,Pertumbuhan Hijau,
KABUPATEN BANDUNG BARAT,2014-01-01,Bandung Barat,Pertumbuhan Hijau,
KABUPATEN PANGANDARAN,2014-01-01,Pangandaran,Pertumbuhan Hijau,
KOTA BOGOR,2014-01-01,Kota Bogor,Pertumbuhan Hijau,
KOTA SUKABUMI,2014-01-01,Kota Sukabumi,Pertumbuhan Hijau,
KOTA BANDUNG,2014-01-01,Kota Bandung,Pertumbuhan Hijau,
KOTA CIREBON,2014-01-01,Kota Cirebon,Pertumbuhan Hijau,
KOTA BEKASI,2014-01-01,Kota Bekasi,Pertumbuhan Hijau,
KOTA DEPOK,2014-01-01,Kota Depok,Pertumbuhan Hijau,
KOTA CIMAHI,2014-01-01,Kota Cimahi,Pertumbuhan Hijau,
KOTA TASIKMALAYA,2014-01-01,Kota Tasikmalaya,Pertumbuhan Hijau,
KOTA BANJAR,2014-01-01,Kota Banjar,Pertumbuhan Hijau,
KABUPATEN BOGOR,2015-01-01,Bogor,Pertumbuhan Hijau,
KABUPATEN SUKABUMI,2015-01-01,Sukabumi,Pertumbuhan Hijau,
KABUPATEN CIANJUR,2015-01-01,Cianjur,Pertumbuhan Hijau,
KABUPATEN BANDUNG,2015-01-01,Bandung,Pertumbuhan Hijau,
KABUPATEN GARUT,2015-01-01,Garut,Pertumbuhan Hijau,
KABUPATEN TASIKMALAYA,2015-01-01,Tasikmalaya,Pertumbuhan Hijau,
KABUPATEN CIAMIS,2015-01-01,Ciamis,Pertumbuhan Hijau,
KABUPATEN KUNINGAN,2015-01-01,Kuningan,Pertumbuhan Hijau,
KABUPATEN CIREBON,2015-01-01,Cirebon,Pertumbuhan Hijau,
KABUPATEN MAJALENGKA,2015-01-01,Majalengka,Pertumbuhan Hijau,
KABUPATEN SUMEDANG,2015-01-01,Sumedang,Pertumbuhan Hijau,
KABUPATEN INDRAMAYU,2015-01-01,Indramayu,Pertumbuhan Hijau,
KABUPATEN SUBANG,2015-01-01,Subang,Pertumbuhan Hijau,
KABUPATEN PURWAKARTA,2015-01-01,Purwakarta,Pertumbuhan Hijau,
KABUPATEN KARAWANG,2015-01-01,Karawang,Pertumbuhan Hijau,
KABUPATEN BEKASI,2015-01-01,Bekasi,Pertumbuhan Hijau,
KABUPATEN BANDUNG BARAT,2015-01-01,Bandung Barat,Pertumbuhan Hijau,
KABUPATEN PANGANDARAN,2015-01-01,Pangandaran,Pertumbuhan Hijau,
KOTA BOGOR,2015-01-01,Kota Bogor,Pertumbuhan Hijau,
KOTA SUKABUMI,2015-01-01,Kota Sukabumi,Pertumbuhan Hijau,
KOTA BANDUNG,2015-01-01,Kota Bandung,Pertumbuhan Hijau,
KOTA CIREBON,2015-01-01,Kota Cirebon,Pertumbuhan Hijau,
KOTA BEKASI,2015-01-01,Kota Bekasi,Pertumbuhan Hijau,
KOTA DEPOK,2015-01-01,Kota Depok,Pertumbuhan Hijau,
KOTA CIMAHI,2015-01-01,Kota Cimahi,Pertumbuhan Hijau,
KOTA TASIKMALAYA,2015-01-01,Kota Tasikmalaya,Pertumbuhan Hijau,
KOTA BANJAR,2015-01-01,Kota Banjar,Pertumbuhan Hijau,
KABUPATEN BOGOR,2016-01-01,Bogor,Pertumbuhan Hijau,
KABUPATEN SUKABUMI,2016-01-01,Sukabumi,Pertumbuhan Hijau,
KABUPATEN CIANJUR,2016-01-01,Cianjur,Pertumbuhan Hijau,
KABUPATEN BANDUNG,2016-01-01,Bandung,Pertumbuhan Hijau,
KABUPATEN GARUT,2016-01-01,Garut,Pertumbuhan Hijau,
KABUPATEN TASIKMALAYA,2016-01-01,Tasikmalaya,Pertumbuhan Hijau,
KABUPATEN CIAMIS,2016-01-01,Ciamis,Pertumbuhan Hijau,
KABUPATEN KUNINGAN,2016-01-01,Kuningan,Pertumbuhan Hijau,
KABUPATEN CIREBON,2016-01-01,Cirebon,Pertumbuhan Hijau,
KABUPATEN MAJALENGKA,2016-01-01,Majalengka,Pertumbuhan Hijau,
KABUPATEN SUMEDANG,2016-01-01,Sumedang,Pertumbuhan Hijau,
KABUPATEN INDRAMAYU,2016-01-01,Indramayu,Pertumbuhan Hijau,
KABUPATEN SUBANG,2016-01-01,Subang,Pertumbuhan Hijau,
KABUPATEN PURWAKARTA,2016-01-01,Purwakarta,Pertumbuhan Hijau,
KABUPATEN KARAWANG,2016-01-01,Karawang,Pertumbuhan Hijau,
KABUPATEN BEKASI,2016-01-01,Bekasi,Pertumbuhan Hijau,
KABUPATEN BANDUNG BARAT,2016-01-01,Bandung Barat,Pertumbuhan Hijau,
KABUPATEN PANGANDARAN,2016-01-01,Pangandaran,Pertumbuhan Hijau,
KOTA BOGOR,2016-01-01,Kota Bogor,Pertumbuhan Hijau,
KOTA SUKABUMI,2016-01-01,Kota Sukabumi,Pertumbuhan Hijau,
KOTA BANDUNG,2016-01-01,Kota Bandung,Pertumbuhan Hijau,
KOTA CIREBON,2016-01-01,Kota Cirebon,Pertumbuhan Hijau,
KOTA BEKASI,2016-01-01,Kota Bekasi,Pertumbuhan Hijau,
KOTA DEPOK,2016-01-01,Kota Depok,Pertumbuhan Hijau,
KOTA CIMAHI,2016-01-01,Kota Cimahi,Pertumbuhan Hijau,
KOTA TASIKMALAYA,2016-01-01,Kota Tasikmalaya,Pertumbuhan Hijau,
KOTA BANJAR,2016-01-01,Kota Banjar,Pertumbuhan Hijau,
KABUPATEN BOGOR,2017-01-01,Bogor,Pertumbuhan Hijau,
KABUPATEN SUKABUMI,2017-01-01,Sukabumi,Pertumbuhan Hijau,
KABUPATEN CIANJUR,2017-01-01,Cianjur,Pertumbuhan Hijau,
KABUPATEN BANDUNG,2017-01-01,Bandung,Pertumbuhan Hijau,
KABUPATEN GARUT,2017-01-01,Garut,Pertumbuhan Hijau,
KABUPATEN TASIKMALAYA,2017-01-01,Tasikmalaya,Pertumbuhan Hijau,
KABUPATEN CIAMIS,2017-01-01,Ciamis,Pertumbuhan Hijau,
KABUPATEN KUNINGAN,2017-01-01,Kuningan,Pertumbuhan Hijau,
KABUPATEN CIREBON,2017-01-01,Cirebon,Pertumbuhan Hijau,
KABUPATEN MAJALENGKA,2017-01-01,Majalengka,Pertumbuhan Hijau,
KABUPATEN SUMEDANG,2017-01-01,Sumedang,Pertumbuhan Hijau,
KABUPATEN INDRAMAYU,2017-01-01,Indramayu,Pertumbuhan Hijau,
KABUPATEN SUBANG,2017-01-01,Subang,Pertumbuhan Hijau,
KABUPATEN PURWAKARTA,2017-01-01,Purwakarta,Pertumbuhan Hijau,
KABUPATEN KARAWANG,2017-01-01,Karawang,Pertumbuhan Hijau,
KABUPATEN BEKASI,2017-01-01,Bekasi,Pertumbuhan Hijau,
KABUPATEN BANDUNG BARAT,2017-01-01,Bandung Barat,Pertumbuhan Hijau,
KABUPATEN PANGANDARAN,2017-01-01,Pangandaran,Pertumbuhan Hijau,
KOTA BOGOR,2017-01-01,Kota Bogor,Pertumbuhan Hijau,
KOTA SUKABUMI,2017-01-01,Kota Sukabumi,Pertumbuhan Hijau,
KOTA BANDUNG,2017-01-01,Kota Bandung,Pertumbuhan Hijau,
KOTA CIREBON,2017-01-01,Kota Cirebon,Pertumbuhan Hijau,
KOTA BEKASI,2017-01-01,Kota Bekasi,Pertumbuhan Hijau,
KOTA DEPOK,2017-01-01,Kota Depok,Pertumbuhan Hijau,
KOTA CIMAHI,2017-01-01,Kota Cimahi,Pertumbuhan Hijau,
KOTA TASIKMALAYA,2017-01-01,Kota Tasikmalaya,Pertumbuhan Hijau,
KOTA BANJAR,2017-01-01,Kota Banjar,Pertumbuhan Hijau,
KABUPATEN BOGOR,2018-01-01,Bogor,Pertumbuhan Hijau,
KABUPATEN SUKABUMI,2018-01-01,Sukabumi,Pertumbuhan Hijau,
KABUPATEN CIANJUR,2018-01-01,Cianjur,Pertumbuhan Hijau,
KABUPATEN BANDUNG,2018-01-01,Bandung,Pertumbuhan Hijau,
KABUPATEN GARUT,2018-01-01,Garut,Pertumbuhan Hijau,
KABUPATEN TASIKMALAYA,2018-01-01,Tasikmalaya,Pertumbuhan Hijau,
KABUPATEN CIAMIS,2018-01-01,Ciamis,Pertumbuhan Hijau,
KABUPATEN KUNINGAN,2018-01-01,Kuningan,Pertumbuhan Hijau,
KABUPATEN CIREBON,2018-01-01,Cirebon,Pertumbuhan Hijau,
KABUPATEN MAJALENGKA,2018-01-01,Majalengka,Pertumbuhan Hijau,
KABUPATEN SUMEDANG,2018-01-01,Sumedang,Pertumbuhan Hijau,
KABUPATEN INDRAMAYU,2018-01-01,Indramayu,Pertumbuhan Hijau,
KABUPATEN SUBANG,2018-01-01,Subang,Pertumbuhan Hijau,
KABUPATEN PURWAKARTA,2018-01-01,Purwakarta,Pertumbuhan Hijau,
KABUPATEN KARAWANG,2018-01-01,Karawang,Pertumbuhan Hijau,
KABUPATEN BEKASI,2018-01-01,Bekasi,Pertumbuhan Hijau,
KABUPATEN BANDUNG BARAT,2018-01-01,Bandung Barat,Pertumbuhan Hijau,
KABUPATEN PANGANDARAN,2018-01-01,Pangandaran,Pertumbuhan Hijau,
KOTA BOGOR,2018-01-01,Kota Bogor,Pertumbuhan Hijau,
KOTA SUKABUMI,2018-01-01,Kota Sukabumi,Pertumbuhan Hijau,
KOTA BANDUNG,2018-01-01,Kota Bandung,Pertumbuhan Hijau,
KOTA CIREBON,2018-01-01,Kota Cirebon,Pertumbuhan Hijau,
KOTA BEKASI,2018-01-01,Kota Bekasi,Pertumbuhan Hijau,
KOTA DEPOK,2018-01-01,Kota Depok,Pertumbuhan Hijau,
KOTA CIMAHI,2018-01-01,Kota Cimahi,Pertumbuhan Hijau,
KOTA TASIKMALAYA,2018-01-01,Kota Tasikmalaya,Pertumbuhan Hijau,
KOTA BANJAR,2018-01-01,Kota Banjar,Pertumbuhan Hijau,
KABUPATEN BOGOR,2019-01-01,Bogor,Pertumbuhan Hijau,70965.0
KABUPATEN SUKABUMI,2019-01-01,Sukabumi,Pertumbuhan Hijau,53908.0
KABUPATEN CIANJUR,2019-01-01,Cianjur,Pertumbuhan Hijau,27429.0
KABUPATEN BANDUNG,2019-01-01,Bandung,Pertumbuhan Hijau,49998.0
KABUPATEN GARUT,2019-01-01,Garut,Pertumbuhan Hijau,45388.0
KABUPATEN TASIKMALAYA,2019-01-01,Tasikmalaya,Pertumbuhan Hijau,24282.0
KABUPATEN CIAMIS,2019-01-01,Ciamis,Pertumbuhan Hijau,16780.0
KABUPATEN KUNINGAN,2019-01-01,Kuningan,Pertumbuhan Hijau,27528.0
KABUPATEN CIREBON,2019-01-01,Cirebon,Pertumbuhan Hijau,52159.0
KABUPATEN MAJALENGKA,2019-01-01,Majalengka,Pertumbuhan Hijau,25181.0
KABUPATEN SUMEDANG,2019-01-01,Sumedang,Pertumbuhan Hijau,14560.0
KABUPATEN INDRAMAYU,2019-01-01,Indramayu,Pertumbuhan Hijau,27491.0
KABUPATEN SUBANG,2019-01-01,Subang,Pertumbuhan Hijau,24617.0
KABUPATEN PURWAKARTA,2019-01-01,Purwakarta,Pertumbuhan Hijau,11156.0
KABUPATEN KARAWANG,2019-01-01,Karawang,Pertumbuhan Hijau,20675.0
KABUPATEN BEKASI,2019-01-01,Bekasi,Pertumbuhan Hijau,15039.0
KABUPATEN BANDUNG BARAT,2019-01-01,Bandung Barat,Pertumbuhan Hijau,26916.0
KABUPATEN PANGANDARAN,2019-01-01,Pangandaran,Pertumbuhan Hijau,4428.0
KOTA BOGOR,2019-01-01,Kota Bogor,Pertumbuhan Hijau,
KOTA SUKABUMI,2019-01-01,Kota Sukabumi,Pertumbuhan Hijau,
KOTA BANDUNG,2019-01-01,Kota Bandung,Pertumbuhan Hijau,
KOTA CIREBON,2019-01-01,Kota Cirebon,Pertumbuhan Hijau,
KOTA BEKASI,2019-01-01,Kota Bekasi,Pertumbuhan Hijau,
KOTA DEPOK,2019-01-01,Kota Depok,Pertumbuhan Hijau,
KOTA CIMAHI,2019-01-01,Kota Cimahi,Pertumbuhan Hijau,
KOTA TASIKMALAYA,2019-01-01,Kota Tasikmalaya,Pertumbuhan Hijau,
KOTA BANJAR,2019-01-01,Kota Banjar,Pertumbuhan Hijau,1397.0
KABUPATEN BOGOR,2020-01-01,Bogor,Pertumbuhan Hijau,95429.0
KABUPATEN SUKABUMI,2020-01-01,Sukabumi,Pertumbuhan Hijau,58807.0
KABUPATEN CIANJUR,2020-01-01,Cianjur,Pertumbuhan Hijau,46900.0
KABUPATEN BANDUNG,2020-01-01,Bandung,Pertumbuhan Hijau,67025.0
KABUPATEN GARUT,2020-01-01,Garut,Pertumbuhan Hijau,56872.0
KABUPATEN TASIKMALAYA,2020-01-01,Tasikmalaya,Pertumbuhan Hijau,30926.0
KABUPATEN CIAMIS,2020-01-01,Ciamis,Pertumbuhan Hijau,20077.0
KABUPATEN KUNINGAN,2020-01-01,Kuningan,Pertumbuhan Hijau,28440.0
KABUPATEN CIREBON,2020-01-01,Cirebon,Pertumbuhan Hijau,55693.0
KABUPATEN MAJALENGKA,2020-01-01,Majalengka,Pertumbuhan Hijau,31632.0
KABUPATEN SUMEDANG,2020-01-01,Sumedang,Pertumbuhan Hijau,19147.0
KABUPATEN INDRAMAYU,2020-01-01,Indramayu,Pertumbuhan Hijau,35912.0
KABUPATEN SUBANG,2020-01-01,Subang,Pertumbuhan Hijau,31404.0
KABUPATEN PURWAKARTA,2020-01-01,Purwakarta,Pertumbuhan Hijau,17108.0
KABUPATEN KARAWANG,2020-01-01,Karawang,Pertumbuhan Hijau,34780.0
KABUPATEN BEKASI,2020-01-01,Bekasi,Pertumbuhan Hijau,36350.0
KABUPATEN BANDUNG BARAT,2020-01-01,Bandung Barat,Pertumbuhan Hijau,35067.0
KABUPATEN PANGANDARAN,2020-01-01,Pangandaran,Pertumbuhan Hijau,5725.0
KOTA BOGOR,2020-01-01,Kota Bogor,Pertumbuhan Hijau,
KOTA SUKABUMI,2020-01-01,Kota Sukabumi,Pertumbuhan Hijau,
KOTA BANDUNG,2020-01-01,Kota Bandung,Pertumbuhan Hijau,
KOTA CIREBON,2020-01-01,Kota Cirebon,Pertumbuhan Hijau,
KOTA BEKASI,2020-01-01,Kota Bekasi,Pertumbuhan Hijau,
KOTA DEPOK,2020-01-01,Kota Depok,Pertumbuhan Hijau,
KOTA CIMAHI,2020-01-01,Kota Cimahi,Pertumbuhan Hijau,
KOTA TASIKMALAYA,2020-01-01,Kota Tasikmalaya,Pertumbuhan Hijau,
KOTA BANJAR,2020-01-01,Kota Banjar,Pertumbuhan Hijau,2609.0
KABUPATEN BOGOR,2021-01-01,Bogor,Pertumbuhan Hijau,114830.0
KABUPATEN SUKABUMI,2021-01-01,Sukabumi,Pertumbuhan Hijau,69340.0
KABUPATEN CIANJUR,2021-01-01,Cianjur,Pertumbuhan Hijau,55961.0
KABUPATEN BANDUNG,2021-01-01,Bandung,Pertumbuhan Hijau,81370.0
KABUPATEN GARUT,2021-01-01,Garut,Pertumbuhan Hijau,61374.0
KABUPATEN TASIKMALAYA,2021-01-01,Tasikmalaya,Pertumbuhan Hijau,34521.0
KABUPATEN CIAMIS,2021-01-01,Ciamis,Pertumbuhan Hijau,23089.0
KABUPATEN KUNINGAN,2021-01-01,Kuningan,Pertumbuhan Hijau,28637.0
KABUPATEN CIREBON,2021-01-01,Cirebon,Pertumbuhan Hijau,62897.0
KABUPATEN MAJALENGKA,2021-01-01,Majalengka,Pertumbuhan Hijau,33143.0
KABUPATEN SUMEDANG,2021-01-01,Sumedang,Pertumbuhan Hijau,22947.0
KABUPATEN INDRAMAYU,2021-01-01,Indramayu,Pertumbuhan Hijau,36314.0
KABUPATEN SUBANG,2021-01-01,Subang,Pertumbuhan Hijau,33006.0
KABUPATEN PURWAKARTA,2021-01-01,Purwakarta,Pertumbuhan Hijau,18987.0
KABUPATEN KARAWANG,2021-01-01,Karawang,Pertumbuhan Hijau,38327.0
KABUPATEN BEKASI,2021-01-01,Bekasi,Pertumbuhan Hijau,39035.0
KABUPATEN BANDUNG BARAT,2021-01-01,Bandung Barat,Pertumbuhan Hijau,45953.0
KABUPATEN PANGANDARAN,2021-01-01,Pangandaran,Pertumbuhan Hijau,7287.0
KOTA BOGOR,2021-01-01,Kota Bogor,Pertumbuhan Hijau,
KOTA SUKABUMI,2021-01-01,Kota Sukabumi,Pertumbuhan Hijau,
KOTA BANDUNG,2021-01-01,Kota Bandung,Pertumbuhan Hijau,
KOTA CIREBON,2021-01-01,Kota Cirebon,Pertumbuhan Hijau,
KOTA BEKASI,2021-01-01,Kota Bekasi,Pertumbuhan Hijau,
